Station_Name,Province,City,Cnty,Station_Id_d,Station_Id_C,Station_levl,Lat,Lon,Alti,Year,Mon,Day,Hour,Min,PRS_Sea,WIN_S_INST,WIN_D_INST,WIN_S_Avg_2mi,WIN_D_Avg_2mi,GST,TEM,RHU,PRE,DPT,timetag
八里湾,河南省,开封市,祥符区,792292,O2292,16,34.7456,114.6267,51,2021,7,20,8,30,999999,3.6,42,2.7,45,999999,25.6,96,999999,24.9,202107200830
练城,河南省,开封市,通许县,795221,O5221,14,34.3556,114.5581,62,2021,7,20,8,30,999999,4.2,48,3.9,52,999999,27.3,93,999999,26.1,202107200830
范滩,河南省,洛阳市,汝阳县,794817,O4817,14,34.2367,112.5489,320,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
顺涧,河南省,焦作市,孟州市,792660,O2660,14,34.9275,112.6458,171,2021,7,20,8,30,999999,5.3,37,4.1,30,999999,22.1,95,999999,21.3,202107200830
方山庄沟,河南省,许昌市,禹州市,792801,O2801,16,34.3003,113.2206,370.2,2021,7,20,8,30,999999,4.7,258,1.6,303,999999,24.5,98,999999,24.2,202107200830
洛阳伊滨农博园,河南省,洛阳市,市辖区,794842,O4842,14,34.6483,112.6533,157,2021,7,20,8,30,999999,4.3,60,7.1,56,999999,22.4,999999,999999,999999,202107200830
李埠口,河南省,周口市,川汇区,792460,O2460,14,33.5819,114.735,47,2021,7,20,8,30,999999,3.2,78,3.1,85,999999,30.7,999999,999999,999999,202107200830
石象,河南省,许昌市,长葛市,792796,O2796,14,34.1919,113.8681,47.1,2021,7,20,8,30,999999,3.5,102,1.6,95,999999,27.4,93,999999,26.2,202107200830
韩寺,河南省,郑州市,中牟县,795078,O5078,14,34.6258,114.1347,68,2021,7,20,8,30,999999,5.1,51,5.1,64,999999,25.8,99,999999,25.6,202107200830
召陵实验中学,河南省,漯河市,召陵区,792974,O2974,999999,33.5778,114.0908,51,2021,7,20,8,30,999999,0.8,88,1.6,89,999999,29.7,999999,999999,999999,202107200830
枣林,河南省,洛阳市,汝阳县,794829,O4829,14,34.15,112.3578,395,2021,7,20,8,30,999999,1.8,265,1.8,254,999999,22.9,999999,999999,999999,202107200830
狼城岗,河南省,郑州市,中牟县,795077,O5077,14,34.8331,114.1297,68,2021,7,20,8,30,999999,0,0,0.2,12,999999,24.3,93,999999,23.1,202107200830
老庄,河南省,南阳市,镇平县,797137,O7137,14,33.1422,112.2303,355,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
庙街,河南省,平顶山市,舞钢市,792746,O2746,14,33.3617,113.465,114,2021,7,20,8,30,999999,0.3,88,0.3,96,999999,27.6,89,999999,25.6,202107200830
芝田,河南省,郑州市,巩义市,794870,O4870,14,34.6939,112.9378,167.8,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
泽州周村,山西省,晋城市,泽州县,668520,B8520,14,35.4778,112.65,754,2021,7,20,8,30,999999,4.3,68,3,6,999999,19.8,999999,999999,999999,202107200830
高平建宁,山西省,晋城市,高平市,668395,B8395,14,35.8222,113.1006,1014,2021,7,20,8,30,999999,0.5,135,0.5,148,999999,18.1,999999,999999,999999,202107200830
圣朵山,河南省,南阳市,南召县,792709,O2709,16,33.6306,112.3983,490,2021,7,20,8,30,999999,0.6,317,0.6,296,999999,25.5,87,999999,23.2,202107200830
白杨,河南省,洛阳市,宜阳县,792696,O2696,14,34.4069,112.2039,389.9,2021,7,20,8,30,999999,10.6,210,6.8,197,999999,21.5,97,999999,21,202107200830
高平米山,山西省,晋城市,高平市,668397,B8397,14,35.7472,112.9947,922,2021,7,20,8,30,999999,2.3,17,2.2,27,999999,18.8,999999,999999,999999,202107200830
阳城演礼,山西省,晋城市,阳城县,668488,B8488,14,35.5072,112.3406,735,2021,7,20,8,30,999999,1.2,267,1.2,276,999999,20.4,999999,999999,999999,202107200830
沁水嘉峰,山西省,晋城市,沁水县,668429,B8429,14,35.6106,112.5275,540,2021,7,20,8,30,999999,0,0,0.5,43,999999,20.9,999999,999999,999999,202107200830
临淇,河南省,安阳市,林州市,792632,O2632,14,35.7358,113.8308,381,2021,7,20,8,30,999999,1,340,1.6,13,999999,21.6,95,999999,20.8,202107200830
陵川平城,山西省,晋城市,陵川县,668458,B8458,14,35.8417,113.2819,1351,2021,7,20,8,30,999999,12.1,82,9.3,79,999999,16.2,98,999999,15.9,202107200830
古贤,河南省,安阳市,汤阴县,792638,O2638,14,35.9517,114.4844,56,2021,7,20,8,30,999999,1.6,343,1.9,8,999999,24.1,100,999999,24.1,202107200830
沁水柿庄,山西省,晋城市,沁水县,668440,B8440,16,35.8775,112.7053,856,2021,7,20,8,30,999999,2.6,131,1.4,119,999999,18.8,90,999999,17.1,202107200830
小底,河南省,焦作市,博爱县,792654,O2654,16,35.2981,113.0417,492,2021,7,20,8,30,999999,4,20,3.1,44,999999,20.9,99,999999,20.7,202107200830
包屯,河南省,周口市,扶沟县,796523,O6523,14,34.1792,114.4278,55,2021,7,20,8,30,999999,2.7,94,3.7,88,999999,28,999999,999999,999999,202107200830
获嘉大清村,河南省,新乡市,获嘉县,793677,O3677,14,35.2375,113.5847,79.2,2021,7,20,8,30,999999,2.9,21,4.3,35,999999,21.4,999999,999999,999999,202107200830
闫楼,河南省,开封市,兰考县,795275,O5275,14,34.9092,114.9964,63,2021,7,20,8,30,999999,5.4,60,3.7,74,999999,26.5,999999,999999,999999,202107200830
郑庵,河南省,郑州市,中牟县,795085,O5085,14,34.6225,113.9392,99,2021,7,20,8,30,999999,6.1,99,5.4,101,999999,25.2,999999,999999,999999,202107200830
千禾农场,河南省,郑州市,中牟县,795086,O5086,14,34.52,114.0806,76,2021,7,20,8,30,999999,5.9,95,5.9,99,999999,25.9,99,999999,25.7,202107200830
厉庄,河南省,开封市,通许县,792276,O2276,14,34.4292,114.4514,64,2021,7,20,8,30,999999,2.2,31,2.3,86,999999,26.9,999999,999999,999999,202107200830
科创中心,河南省,鹤壁市,淇滨区,793532,O3532,14,35.7706,114.2867,84.3,2021,7,20,8,30,999999,0,98,0.5,86,999999,23.1,999999,999999,999999,202107200830
城关,河南省,许昌市,襄城县,796052,O6052,14,33.9844,113.435,80,2021,7,20,8,30,999999,0,42,0,53,999999,29.3,999999,999999,999999,202107200830
苏家作,河南省,焦作市,山阳区,792901,O2901,14,35.1267,113.1483,116,2021,7,20,8,30,999999,5.1,40,5.7,48,999999,22.1,999999,999999,999999,202107200830
孙店,河南省,周口市,项城市,796782,O6782,14,33.2506,114.7825,42,2021,7,20,8,30,999999,3.2,80,3.2,83,999999,30.1,999999,999999,999999,202107200830
仇楼,河南省,开封市,祥符区,795345,O5345,14,34.6411,114.5886,67,2021,7,20,8,30,999999,4.4,71,3.5,70,999999,26,999999,999999,999999,202107200830
小李庄,河南省,郑州市,新郑市,795052,O5052,14,34.3661,113.6292,170,2021,7,20,8,30,999999,2,133,2.4,124,999999,25.8,999999,999999,999999,202107200830
新郑郭店,河南省,郑州市,新郑市,795026,O5026,14,34.5267,113.7033,167,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
邓城,河南省,周口市,商水县,796725,O6725,14,33.65,114.4783,48,2021,7,20,8,30,999999,2.8,99,2.6,95,999999,31.4,999999,999999,999999,202107200830
临蔡,河南省,周口市,淮阳区,796685,O6685,14,33.8353,114.9644,54,2021,7,20,8,30,999999,1.7,68,1.9,68,999999,30.4,999999,999999,999999,202107200830
陵川浙水,山西省,晋城市,陵川县,668473,B8473,14,35.8458,113.4664,1316,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
东夏,河南省,周口市,西华县,796561,O6561,14,33.8908,114.6864,53,2021,7,20,8,30,999999,2.6,72,3.2,70,999999,29.5,999999,999999,999999,202107200830
王庄,河南省,安阳市,滑县,793218,O3218,14,35.5053,114.4392,56,2021,7,20,8,30,999999,1.6,324,1.9,323,999999,23.9,99,999999,23.7,202107200830
上官镇,河南省,安阳市,滑县,793220,O3220,14,35.4244,114.6369,62,2021,7,20,8,30,999999,5,45,4.5,45,999999,24.4,100,999999,24.4,202107200830
杨庙,河南省,周口市,太康县,796633,O6633,14,34.1836,114.9086,50,2021,7,20,8,30,999999,3.5,43,3.6,46,999999,28.1,999999,999999,999999,202107200830
壶关南行头,山西省,长治市,壶关县,667824,B7824,14,35.9411,113.3436,1436,2021,7,20,8,30,999999,3.7,139,5.3,96,999999,16,999999,999999,999999,202107200830
大虹桥,河南省,焦作市,武陟县,794158,O4158,14,35.0617,113.2667,98,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
三分场,河南省,周口市,市辖区,796582,O6582,14,33.7878,114.3375,53,2021,7,20,8,30,999999,2.5,284,2,274,999999,29.6,999999,999999,999999,202107200830
韭园,河南省,周口市,扶沟县,796522,O6522,14,34.1581,114.3017,57,2021,7,20,8,30,999999,0.6,135,0.7,135,999999,28.5,94,999999,27.4,202107200830
金桥,河南省,许昌市,长葛市,792344,O2344,14,34.2069,113.7819,80,2021,7,20,8,30,999999,3.5,116,2.9,113,999999,26.8,99,999999,26.6,202107200830
城关,河南省,洛阳市,嵩县,794631,O4631,14,34.1333,112.0833,325.8,2021,7,20,8,30,999999,0.9,143,1.3,179,999999,23.3,100,999999,23.3,202107200830
舞阳九街应用（农业）,河南省,漯河市,舞阳县,792403,O2403,14,33.5233,113.7642,66,2021,7,20,8,30,999999,2,110,2.2,97,999999,28.1,999999,999999,999999,202107200830
安陵,河南省,许昌市,鄢陵县,796078,O6078,14,34.1147,114.1769,60,2021,7,20,8,30,999999,3.2,104,2.9,103,999999,27.8,999999,999999,999999,202107200830
新安正村,河南省,洛阳市,新安县,794702,O4702,999999,34.8183,112.135,464,2021,7,20,8,30,999999,4.4,9,4.6,11,999999,20.6,999999,999999,999999,202107200830
郾城西大坡,河南省,漯河市,郾城区,792917,O2917,14,33.7,113.8817,55,2021,7,20,8,30,999999,4.7,85,4.2,84,999999,28.8,91,999999,27.2,202107200830
阳城,河南省,驻马店市,平舆县,792555,O2555,14,33.0981,114.5419,46.5,2021,7,20,8,30,999999,999999,999999,1.2,116,999999,26.5,999999,999999,999999,202107200830
三屯中学,河南省,洛阳市,汝阳县,794825,O4825,14,34.0722,112.4956,364.8,2021,7,20,8,30,999999,0.9,299,1.1,304,999999,23.9,999999,999999,999999,202107200830
洛阳瀍河林校,河南省,洛阳市,市辖区,794844,O4844,14,34.6872,112.4908,128,2021,7,20,8,30,999999,2.4,64,1.5,51,999999,22.3,999999,999999,999999,202107200830
李庄,河南省,洛阳市,汝阳县,794815,O4815,14,34.0917,112.4539,379,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
洛阳西工王沟村,河南省,洛阳市,市辖区,794851,O4851,14,34.7186,112.2956,300,2021,7,20,8,30,999999,1.9,20,2,20,999999,22.3,999999,999999,999999,202107200830
石柱,河南省,洛阳市,汝阳县,794812,O4812,14,33.8589,112.3353,857,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
伊川干河,河南省,洛阳市,伊川县,794791,O4791,14,34.3094,112.2608,320,2021,7,20,8,30,999999,4.8,40,5,20,999999,22.2,999999,999999,999999,202107200830
西马,河南省,洛阳市,市辖区,794853,O4853,14,34.5781,112.5256,171,2021,7,20,8,30,999999,0,71,0.2,57,999999,22.3,999999,999999,999999,202107200830
赵河,河南省,南阳市,方城县,792504,O2504,14,33.1853,112.8267,148,2021,7,20,8,30,999999,1.4,24,1.7,34,999999,27.7,999999,999999,999999,202107200830
云阳,河南省,南阳市,南召县,797311,O7311,14,33.4836,112.7103,263,2021,7,20,8,30,999999,2.4,349,2.2,343,999999,28.5,999999,999999,999999,202107200830
送表,河南省,郑州市,登封市,794938,O4938,14,34.3186,112.8919,495,2021,7,20,8,30,999999,999999,999999,1.2,150,999999,23.9,999999,999999,999999,202107200830
伊川大郭沟,河南省,洛阳市,伊川县,794790,O4790,14,34.3464,112.7019,572,2021,7,20,8,30,999999,1.1,223,1.2,220,999999,22.1,999999,999999,999999,202107200830
伊川吴起岭,河南省,洛阳市,伊川县,794777,O4777,14,34.3358,112.4569,294,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
治平,河南省,南阳市,方城县,792704,O2704,14,33.2494,113.2833,123,2021,7,20,8,30,999999,0,241,0,236,999999,29.4,84,999999,26.4,202107200830
晋城刘家川,山西省,晋城市,晋城城区,668534,B8534,14,35.5328,112.9019,746,2021,7,20,8,30,999999,2.7,326,3.2,333,999999,19.6,999999,999999,999999,202107200830
鸣皋,河南省,洛阳市,伊川县,794753,O4753,14,34.3108,112.2958,255,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
柿树行,河南省,郑州市,新郑市,795036,O5036,14,34.3639,113.5253,306,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
高平柳村,山西省,晋城市,高平市,668411,B8411,14,35.9203,112.8336,914,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
卫辉东拴马,河南省,新乡市,卫辉市,792769,O2769,14,35.6742,113.9294,487,2021,7,20,8,30,999999,1.6,204,0.8,204,999999,21.2,94,999999,20.2,202107200830
班村,河南省,开封市,龙亭区,792892,O2892,14,35.3717,114.2619,69,2021,7,20,8,30,999999,5.5,40,5.1,57,999999,24.3,100,999999,24.3,202107200830
巩义,河南省,郑州市,巩义市,57080,57080,13,34.8103,112.9803,251.1,2021,7,20,8,30,1006.3,999998,999998,7.6,46,22.3,21.4,100,0,21.4,202107200830
小冀镇,河南省,新乡市,市辖区,793716,O3716,14,35.1914,113.7689,89,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
裕荣小区,河南省,郑州市,市辖区,795164,O5164,999999,34.4756,113.8681,105,2021,7,20,8,30,999999,5.5,109,4.4,107,999999,25.7,999999,999999,999999,202107200830
原阳太平镇,河南省,新乡市,原阳县,793824,O3824,14,35.0233,114.1144,76,2021,7,20,8,30,999999,5,32,5,34,999999,23.6,999999,999999,999999,202107200830
郑州香山小学,河南省,郑州市,惠济区,795156,O5156,14,34.8906,113.6736,91,2021,7,20,8,30,999999,1.1,172,1.5,318,999999,23.2,96,999999,22.5,202107200830
郾城裴城,河南省,漯河市,郾城区,792411,O2411,14,33.7114,113.8406,50,2021,7,20,8,30,999999,0,125,0,104,999999,28.6,999999,999999,999999,202107200830
临汝,河南省,平顶山市,汝州市,796123,O6123,14,34.2575,112.5719,286,2021,7,20,8,30,999999,2.8,285,2.8,260,999999,24,999999,999999,999999,202107200830
封丘冯村,河南省,新乡市,封丘县,793890,O3890,14,35.0911,114.5369,70.4,2021,7,20,8,30,999999,4.1,33,3.4,34,999999,23.4,98,999999,23.1,202107200830
获嘉园艺场,河南省,新乡市,获嘉县,793672,O3672,14,35.1317,113.6472,79,2021,7,20,8,30,999999,5.8,66,6.9,53,999999,22.1,999999,999999,999999,202107200830
卫辉,河南省,新乡市,卫辉市,53994,53994,13,35.4311,114.0961,68.1,2021,7,20,8,30,1008.6,999998,999998,5.2,34,23.1,23,97,0,22.5,202107200830
鲁山白草坪,河南省,平顶山市,鲁山县,796193,O6193,14,33.82,112.4981,428,2021,7,20,8,30,999999,3.7,8,2.5,144,999999,26.5,85,999999,23.8,202107200830
园艺场,河南省,焦作市,沁阳市,794020,O4020,14,35.025,112.9589,113,2021,7,20,8,30,999999,999999,999999,5,76,999999,22.3,999999,999999,999999,202107200830
高村,河南省,鹤壁市,淇县,793474,O3474,14,35.6994,114.2256,95,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
田庄,河南省,平顶山市,叶县,796300,O6300,14,33.5303,113.3603,91,2021,7,20,8,30,999999,0.8,265,0.6,266,999999,26.4,999999,999999,999999,202107200830
漯河,河南省,漯河市,郾城区,57186,57186,13,33.6025,114.0561,58.7,2021,7,20,8,30,1004.6,999998,999998,0.5,22,31,29.3,86,0,26.7,202107200830
明天中学,河南省,焦作市,马村区,792951,O2951,14,35.2919,113.3667,120,2021,7,20,8,30,999999,6.9,60,4.9,59,999999,22,999999,999999,999999,202107200830
五里口,河南省,周口市,太康县,792427,O2427,14,33.93,114.7758,48,2021,7,20,8,30,999999,999999,999999,3.6,74,999999,29.2,999999,999999,999999,202107200830
魏集,河南省,周口市,商水县,792435,O2435,14,33.3586,114.7775,44,2021,7,20,8,30,999999,0.8,76,1.2,74,999999,29.8,999999,999999,999999,202107200830
后营,河南省,平顶山市,舞钢市,796335,O6335,14,33.3253,113.5953,82,2021,7,20,8,30,999999,0.9,99,0.9,109,999999,27.9,96,999999,27.2,202107200830
唐岗,河南省,郑州市,荥阳市,792241,O2241,14,34.8939,113.4214,123,2021,7,20,8,30,999999,3.1,187,4.8,199,999999,21.9,999999,999999,999999,202107200830
亢村,河南省,焦作市,温县,794107,O4107,14,35.0286,113.0567,110,2021,7,20,8,30,999999,5.4,53,6.5,56,999999,22.2,999999,999999,999999,202107200830
荥阳,河南省,郑州市,荥阳市,57081,57081,13,34.7931,113.3975,140.9,2021,7,20,8,30,1006.3,999998,999998,3.5,59,22.9,22.9,100,0.1,22.9,202107200830
二十八中,河南省,焦作市,山阳区,792957,O2957,14,35.2117,113.2731,92,2021,7,20,8,30,999999,999999,999999,2.6,77,999999,22.4,999999,999999,999999,202107200830
舞阳辛安,河南省,漯河市,舞阳县,796434,O6434,14,33.4756,113.6808,75,2021,7,20,8,30,999999,0.5,68,0.6,103,999999,27.8,999999,999999,999999,202107200830
郏县,河南省,平顶山市,郏县,57180,57180,13,34.0247,113.205,184.2,2021,7,20,8,30,1005.1,999998,999998,1.9,105,28.5,27.2,92,0,25.8,202107200830
焦村,河南省,平顶山市,汝州市,796113,O6113,14,34.1692,113.0047,263.5,2021,7,20,8,30,999999,2.4,9,2.3,344,999999,23.6,999999,999999,999999,202107200830
上蔡,河南省,驻马店市,上蔡县,57194,57194,13,33.2731,114.3011,53.4,2021,7,20,8,30,1004.4,999998,999998,3.3,130,29.9,28.7,93,0,27.5,202107200830
夏李,河南省,平顶山市,叶县,792382,O2382,16,33.4856,113.1936,138,2021,7,20,8,30,999999,1.1,207,1.2,204,999999,25,96,999999,24.3,202107200830
辉县薄壁,河南省,新乡市,辉县市,793587,O3587,14,35.4464,113.5189,104,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
港区文苑小区,河南省,郑州市,市辖区,795174,O5174,999999,34.4883,113.815,137,2021,7,20,8,30,999999,2.1,119,3.6,113,999999,25.6,999999,999999,999999,202107200830
大石岩,河南省,鹤壁市,淇县,793482,O3482,14,35.665,114.0792,269,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
古庄店,河南省,南阳市,方城县,797322,O7322,16,33.2447,113.1258,120,2021,7,20,8,30,999999,2.6,4,2.6,4,999999,28,96,999999,27.3,202107200830
苏庄,河南省,鹤壁市,浚县,793513,O3513,14,35.7167,114.4967,61,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
辉县上八里,河南省,新乡市,辉县市,793575,O3575,14,35.5381,113.6008,150,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
仙台,河南省,平顶山市,叶县,796323,O6323,14,33.5356,113.4444,85,2021,7,20,8,30,999999,0.4,38,0.5,115,999999,28,96,999999,27.3,202107200830
舞钢尹集,河南省,平顶山市,舞钢市,796339,O6339,14,33.2556,113.5778,107,2021,7,20,8,30,999999,1,136,1.4,111,999999,28.1,999999,999999,999999,202107200830
辉县涧头,河南省,新乡市,辉县市,793585,O3585,14,35.4269,113.8325,92,2021,7,20,8,30,999999,1.8,333,2.3,26,999999,22.5,98,999999,22.2,202107200830
王助,河南省,濮阳市,华龙区,793456,O3456,14,35.7161,114.9283,54,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
洛阳伊滨佃庄,河南省,洛阳市,市辖区,794713,O4713,14,34.6739,112.6106,120,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
黄埠,河南省,驻马店市,上蔡县,797676,O7676,14,33.1886,114.1947,59,2021,7,20,8,30,999999,0,152,0,188,999999,28.4,86,999999,25.8,202107200830
延津丰庄,河南省,新乡市,延津县,793770,O3770,14,35.4408,114.3708,68,2021,7,20,8,30,999999,2.5,31,2.6,32,999999,23.7,100,999999,23.7,202107200830
辉县东丁庄,河南省,新乡市,辉县市,793611,O3611,14,35.4067,113.7189,76,2021,7,20,8,30,999999,1.6,32,1.6,32,999999,21.9,98,999999,21.6,202107200830
丁营,河南省,许昌市,襄城县,796049,O6049,14,33.7567,113.5925,71,2021,7,20,8,30,999999,1.6,127,1.2,93,999999,29.4,999999,999999,999999,202107200830
方山接官亭,河南省,许昌市,禹州市,795930,O5930,14,34.2519,113.1817,318.6,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
顺店,河南省,许昌市,禹州市,795899,O5899,14,34.2344,113.3336,158,2021,7,20,8,30,999999,1.8,93,2.1,80,999999,25.8,999999,999999,999999,202107200830
方岗吕沟,河南省,许昌市,禹州市,795929,O5929,14,34.1178,113.3742,173.5,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
许昌建安苏桥,河南省,许昌市,市辖区,795995,O5995,14,34.1411,113.79,82,2021,7,20,8,30,999999,1.7,79,1.9,99,999999,28.4,94,999999,27.3,202107200830
新乡翟坡镇,河南省,新乡市,市辖区,793712,O3712,14,35.2231,113.8028,90,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
玉都,河南省,南阳市,镇平县,797140,O7140,14,33.0464,112.2411,191.4,2021,7,20,8,30,999999,1.3,27,1.3,29,999999,26.9,91,999999,25.3,202107200830
郑州商鼎路小学,河南省,郑州市,市辖区,795158,O5158,14,34.7642,113.8158,82,2021,7,20,8,30,999999,0.6,197,0.6,53,999999,24,96,999999,23.3,202107200830
牌窑,河南省,洛阳市,宜阳县,794575,O4575,14,34.5658,112.2631,195,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
辉县圪道,河南省,新乡市,辉县市,793580,O3580,14,35.5772,113.7967,249,2021,7,20,8,30,999999,8.5,212,8.5,211,999999,21.4,999999,999999,999999,202107200830
板木,河南省,开封市,杞县,792287,O2287,14,34.3125,114.7681,56,2021,7,20,8,30,999999,2.2,92,2.2,70,999999,27.6,999999,999999,999999,202107200830
临颍巨陵,河南省,漯河市,临颍县,792396,O2396,14,33.8464,113.9639,56,2021,7,20,8,30,999999,2,107,2.2,94,999999,29,999999,999999,999999,202107200830
鹤壁淇滨双水湾,河南省,鹤壁市,市辖区,793536,O3536,14,35.6883,114.2528,82.1,2021,7,20,8,30,999999,2.9,337,3.7,333,999999,23.1,999999,999999,999999,202107200830
灯台架,河南省,平顶山市,舞钢市,792386,O2386,16,33.1906,113.5542,210,2021,7,20,8,30,999999,0,267,0.3,284,999999,27.6,91,999999,26,202107200830
白龙,河南省,安阳市,汤阴县,793104,O3104,14,35.9642,114.6217,51,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
新郑梨河,河南省,郑州市,新郑市,795053,O5053,14,34.3528,113.73,115,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
东庄,河南省,安阳市,内黄县,793130,O3130,14,35.9342,114.8083,55,2021,7,20,8,30,999999,1.2,60,1.4,25,999999,24.8,999999,999999,999999,202107200830
象河,河南省,驻马店市,泌阳县,797756,O7756,14,33.1025,113.4211,168,2021,7,20,8,30,999999,1.3,206,1.3,198,999999,27.5,999999,999999,999999,202107200830
新安曹村,河南省,洛阳市,新安县,794640,O4640,14,34.8828,112.0328,498,2021,7,20,8,30,999999,3.4,11,2.2,274,999999,21.1,95,999999,20.3,202107200830
八里营,河南省,安阳市,滑县,793224,O3224,14,35.5328,114.7844,55,2021,7,20,8,30,999999,1.7,59,1.9,74,999999,24.8,96,999999,24.1,202107200830
神垕,河南省,许昌市,禹州市,792335,O2335,16,34.1356,113.2419,235,2021,7,20,8,30,999999,3.8,149,4,150,999999,25.1,100,999999,25.1,202107200830
新乡平原师寨镇,河南省,新乡市,市辖区,793787,O3787,14,35.0767,113.82,72,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
高杨店,河南省,驻马店市,平舆县,797887,O7887,14,33.0333,114.7733,48,2021,7,20,8,30,999999,1.1,104,0.9,108,999999,30.7,999999,999999,999999,202107200830
柳园口,河南省,开封市,龙亭区,792291,O2291,14,34.8964,114.3378,76,2021,7,20,8,30,999999,5.7,54,6.4,40,999999,23.5,999999,999999,999999,202107200830
泽州南村,山西省,晋城市,泽州县,668522,B8522,14,35.4594,112.7808,739,2021,7,20,8,30,999999,0,0,0,0,999999,19.5,999999,999999,999999,202107200830
麻屯一中,河南省,洛阳市,孟津区,794696,O4696,14,34.7306,112.3719,234,2021,7,20,8,30,999999,2.1,59,1.7,64,999999,22.1,999999,999999,999999,202107200830
马道,河南省,洛阳市,宜阳县,794574,O4574,14,34.4831,112.2503,419,2021,7,20,8,30,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,202107200830
南顿,河南省,周口市,项城市,796758,O6758,14,33.4022,114.8392,41,2021,7,20,8,30,999999,2.6,71,3,69,999999,29.2,999999,999999,999999,202107200830
召陵青年,河南省,漯河市,召陵区,796463,O6463,14,33.5764,114.2531,46,2021,7,20,8,30,999999,4.1,100,2.9,102,999999,30.1,999999,999999,999999,202107200830
上党荆圪道,山西省,长治市,上党区,667795,B7795,14,35.9533,113.155,1080,2021,7,20,8,30,999999,2.9,316,2.9,311,999999,17.5,999999,999999,999999,202107200830
土柏岗,河南省,开封市,顺河回族区,792947,O2947,14,34.8417,114.43,53,2021,7,20,8,30,999999,4.6,34,3.5,35,999999,24.4,999999,999999,999999,202107200830
实验,河南省,驻马店市,驿城区,792573,O2573,14,33.0031,114.0253,82.7,2021,7,20,8,30,999999,1.1,168,0.8,43,999999,29.7,999999,999999,999999,202107200830
陵川锡崖沟,山西省,晋城市,陵川县,668452,B8452,14,35.6319,113.5953,1028,2021,7,20,8,30,999999,8.4,3,6.2,11,999999,18,999999,999999,999999,202107200830
市气象局,河南省,平顶山市,湛河区,792392,O2392,14,33.7244,113.2853,84.7,2021,7,20,8,30,999999,1.3,170,1.3,155,999999,29.2,999999,999999,999999,202107200830
徐家,河南省,鹤壁市,浚县,792908,O2908,14,35.7231,114.6678,58,2021,7,20,8,30,999999,6.3,26,1.2,26,999999,24.4,999999,999999,999999,202107200830
付楼,河南省,周口市,项城市,792961,O2961,14,33.3458,114.8072,46,2021,7,20,8,30,999999,3.9,65,3.3,63,999999,29.7,999999,999999,999999,202107200830
东郊,河南省,开封市,顺河回族区,792888,O2888,14,34.7833,114.4033,68,2021,7,20,8,30,999999,2.3,57,2.7,61,999999,25,100,999999,25,202107200830
姬家村,河南省,平顶山市,宝丰县,792736,O2736,16,33.7978,113.2803,311,2021,7,20,8,30,999999,2.9,128,2.6,124,999999,27,91,999999,25.4,202107200830
洛阳伊滨生态园,河南省,洛阳市,市辖区,794843,O4843,14,34.5981,112.5086,244,2021,7,20,8,30,999999,3.9,55,4.6,61,999999,22.4,999999,999999,999999,202107200830
